142,415,1707,758
807,232,2368,602
1676,642,140,200
562,551,2111,178
33,764,1452,30
2593,635,997,760
1038,277,2643,249
93,66,1692,195
573,48,2047,688
462,459,2067,444
22,267,1612,60
1837,69,416,743
2621,42,1185,757
1822,594,220,564
2168,362,572,328
153,44,1572,781
1646,350,93,717
1020,78,2584,428
2144,72,650,654
2483,688,897,446
